Cdid;Cdname;Caption;Mcaption;Cdgrp;Cdidx;Cdval;Ftag;Visible;App
21030508;VILLAGE;Thma Sa;"{""en"":""Thma Sa"",""vi"":"""",""lo"":"""",""km"":""????"",""mn"":""""}";CTM;8;21030508;;1;ncbsCbs
21040100;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;21040100;;1;ncbsCbs
21040101;VILLAGE;Pou Ta Mok;"{""en"":""Pou Ta Mok"",""vi"":"""",""lo"":"""",""km"":""???????????"",""mn"":""""}";CTM;1;21040101;;1;ncbsCbs
21040102;VILLAGE;Roneam Tnaot;"{""en"":""Roneam Tnaot"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;2;21040102;;1;ncbsCbs
21040103;VILLAGE;Prachreay;"{""en"":""Prachreay"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;3;21040103;;1;ncbsCbs
21040104;VILLAGE;Angk Prasat;"{""en"":""Angk Prasat"",""vi"":"""",""lo"":"""",""km"":""???????????"",""mn"":""""}";CTM;4;21040104;;1;ncbsCbs
21040105;VILLAGE;Phngeas;"{""en"":""Phngeas"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;5;21040105;;1;ncbsCbs
21040106;VILLAGE;Voat Svay;"{""en"":""Voat Svay"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;6;21040106;;1;ncbsCbs
21040107;VILLAGE;Phnum Lonteah;"{""en"":""Phnum Lonteah"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;7;21040107;;1;ncbsCbs
21040108;VILLAGE;Tuol Svay;"{""en"":""Tuol Svay"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;8;21040108;;1;ncbsCbs
21040109;VILLAGE;Svay Thum;"{""en"":""Svay Thum"",""vi"":"""",""lo"":"""",""km"":""???????"",""mn"":""""}";CTM;9;21040109;;1;ncbsCbs
21040110;VILLAGE;Kra Bak;"{""en"":""Kra Bak"",""vi"":"""",""lo"":"""",""km"":""???????"",""mn"":""""}";CTM;10;21040110;;1;ncbsCbs
21040200;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;21040200;;1;ncbsCbs
21040201;VILLAGE;Pou Khvet;"{""en"":""Pou Khvet"",""vi"":"""",""lo"":"""",""km"":""??????????"",""mn"":""""}";CTM;1;21040201;;1;ncbsCbs
21040202;VILLAGE;Kampong;"{""en"":""Kampong"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;2;21040202;;1;ncbsCbs
21040203;VILLAGE;Trapeang Srang;"{""en"":""Trapeang Srang"",""vi"":"""",""lo"":"""",""km"":""????????????"",""mn"":""""}";CTM;3;21040203;;1;ncbsCbs
21040204;VILLAGE;Traeuy Tonloab;"{""en"":""Traeuy Tonloab"",""vi"":"""",""lo"":"""",""km"":""????????????"",""mn"":""""}";CTM;4;21040204;;1;ncbsCbs
21040205;VILLAGE;Prey Thum;"{""en"":""Prey Thum"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;5;21040205;;1;ncbsCbs
21040206;VILLAGE;Pou Roung;"{""en"":""Pou Roung"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;6;21040206;;1;ncbsCbs
21040207;VILLAGE;Chrouy;"{""en"":""Chrouy"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;7;21040207;;1;ncbsCbs
21040208;VILLAGE;Pou;"{""en"":""Pou"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;8;21040208;;1;ncbsCbs
21021004;VILLAGE;Trapeang Trav;"{""en"":""Trapeang Trav"",""vi"":"""",""lo"":"""",""km"":""????????????"",""mn"":""""}";CTM;4;21021004;;1;ncbsCbs
21040209;VILLAGE;Kampong Thmey;"{""en"":""Kampong Thmey"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;9;21040209;;1;ncbsCbs
21040300;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;21040300;;1;ncbsCbs
21040301;VILLAGE;Kamnab;"{""en"":""Kamnab"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;1;21040301;;1;ncbsCbs
21040302;VILLAGE;Krangol;"{""en"":""Krangol"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;2;21040302;;1;ncbsCbs
21021307;VILLAGE;Prey Chob;"{""en"":""Prey Chob"",""vi"":"""",""lo"":"""",""km"":""???????"",""mn"":""""}";CTM;7;21021307;;1;ncbsCbs
21040304;VILLAGE;Khmal;"{""en"":""Khmal"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;4;21040304;;1;ncbsCbs
21040305;VILLAGE;Pou Sangkae;"{""en"":""Pou Sangkae"",""vi"":"""",""lo"":"""",""km"":""??????????"",""mn"":""""}";CTM;5;21040305;;1;ncbsCbs
21040306;VILLAGE;Chamkar Tieb;"{""en"":""Chamkar Tieb"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;6;21040306;;1;ncbsCbs
21040400;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;21040400;;1;ncbsCbs
21040401;VILLAGE;Ta Pov;"{""en"":""Ta Pov"",""vi"":"""",""lo"":"""",""km"":""????"",""mn"":""""}";CTM;1;21040401;;1;ncbsCbs
21040402;VILLAGE;Thum;"{""en"":""Thum"",""vi"":"""",""lo"":"""",""km"":""??"",""mn"":""""}";CTM;2;21040402;;1;ncbsCbs
21040403;VILLAGE;Voat Phnum;"{""en"":""Voat Phnum"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;3;21040403;;1;ncbsCbs
21040404;VILLAGE;Ang Khchau;"{""en"":""Ang Khchau"",""vi"":"""",""lo"":"""",""km"":""???????"",""mn"":""""}";CTM;4;21040404;;1;ncbsCbs
21040405;VILLAGE;Chi Mreak;"{""en"":""Chi Mreak"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;5;21040405;;1;ncbsCbs
21040406;VILLAGE;Han Tea;"{""en"":""Han Tea"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;6;21040406;;1;ncbsCbs
21040407;VILLAGE;Andoung Chrung;"{""en"":""Andoung Chrung"",""vi"":"""",""lo"":"""",""km"":""???????????"",""mn"":""""}";CTM;7;21040407;;1;ncbsCbs
21040408;VILLAGE;Ponley;"{""en"":""Ponley"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;8;21040408;;1;ncbsCbs
21040409;VILLAGE;Ta Meaeng;"{""en"":""Ta Meaeng"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;9;21040409;;1;ncbsCbs
21040410;VILLAGE;Svay Voa;"{""en"":""Svay Voa"",""vi"":"""",""lo"":"""",""km"":""??????????"",""mn"":""""}";CTM;10;21040410;;1;ncbsCbs
21040411;VILLAGE;Prasat;"{""en"":""Prasat"",""vi"":"""",""lo"":"""",""km"":""???????"",""mn"":""""}";CTM;11;21040411;;1;ncbsCbs
21040412;VILLAGE;Pou Bay;"{""en"":""Pou Bay"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;12;21040412;;1;ncbsCbs
21040413;VILLAGE;Chrak Cheu Koam;"{""en"":""Chrak Cheu Koam"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;13;21040413;;1;ncbsCbs
21040500;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;21040500;;1;ncbsCbs
21040501;VILLAGE;Chambak Tuem;"{""en"":""Chambak Tuem"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;1;21040501;;1;ncbsCbs
21040502;VILLAGE;Prey Ta Mau;"{""en"":""Prey Ta Mau"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;2;21040502;;1;ncbsCbs
21040503;VILLAGE;Daeum Beng;"{""en"":""Daeum Beng"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;3;21040503;;1;ncbsCbs
21040504;VILLAGE;Preal;"{""en"":""Preal"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;4;21040504;;1;ncbsCbs
21040505;VILLAGE;Chek;"{""en"":""Chek"",""vi"":"""",""lo"":"""",""km"":""???"",""mn"":""""}";CTM;5;21040505;;1;ncbsCbs
21040506;VILLAGE;Chrouy Slaeng;"{""en"":""Chrouy Slaeng"",""vi"":"""",""lo"":"""",""km"":""??????????"",""mn"":""""}";CTM;6;21040506;;1;ncbsCbs
21040600;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;21040600;;1;ncbsCbs
21040601;VILLAGE;Trapeang Pring;"{""en"":""Trapeang Pring"",""vi"":"""",""lo"":"""",""km"":""????????????"",""mn"":""""}";CTM;1;21040601;;1;ncbsCbs
21040602;VILLAGE;Kbal Damrei;"{""en"":""Kbal Damrei"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;2;21040602;;1;ncbsCbs
21040603;VILLAGE;Kouk Prech;"{""en"":""Kouk Prech"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;3;21040603;;1;ncbsCbs
21040604;VILLAGE;Chi Khmol;"{""en"":""Chi Khmol"",""vi"":"""",""lo"":"""",""km"":""???????"",""mn"":""""}";CTM;4;21040604;;1;ncbsCbs
21040605;VILLAGE;Chheu Nieng Khpos;"{""en"":""Chheu Nieng Khpos"",""vi"":"""",""lo"":"""",""km"":""??????????"",""mn"":""""}";CTM;5;21040605;;1;ncbsCbs
21040606;VILLAGE;Slaeng;"{""en"":""Slaeng"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;6;21040606;;1;ncbsCbs
21040607;VILLAGE;Samraong Khang Kaeut;"{""en"":""Samraong Khang Kaeut"",""vi"":"""",""lo"":"""",""km"":""???????????"",""mn"":""""}";CTM;7;21040607;;1;ncbsCbs
21040608;VILLAGE;Samraong Khang Lech;"{""en"":""Samraong Khang Lech"",""vi"":"""",""lo"":"""",""km"":""???????????"",""mn"":""""}";CTM;8;21040608;;1;ncbsCbs
21040609;VILLAGE;Chambak;"{""en"":""Chambak"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;9;21040609;;1;ncbsCbs
21021516;VILLAGE;Trakiet;"{""en"":""Trakiet"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;16;21021516;;1;ncbsCbs
21040611;VILLAGE;Kouk Kruos;"{""en"":""Kouk Kruos"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;11;21040611;;1;ncbsCbs
21040612;VILLAGE;Prey Cheung;"{""en"":""Prey Cheung"",""vi"":"""",""lo"":"""",""km"":""???????"",""mn"":""""}";CTM;12;21040612;;1;ncbsCbs
21040613;VILLAGE;Bam;"{""en"":""Bam"",""vi"":"""",""lo"":"""",""km"":""???"",""mn"":""""}";CTM;13;21040613;;1;ncbsCbs
21040700;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;21040700;;1;ncbsCbs
21040701;VILLAGE;Phsar;"{""en"":""Phsar"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;1;21040701;;1;ncbsCbs
21040702;VILLAGE;Ta Loeng;"{""en"":""Ta Loeng"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;2;21040702;;1;ncbsCbs
21040703;VILLAGE;Kandal;"{""en"":""Kandal"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;3;21040703;;1;ncbsCbs
21040704;VILLAGE;Ta Rung;"{""en"":""Ta Rung"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;4;21040704;;1;ncbsCbs
21040705;VILLAGE;Chvea;"{""en"":""Chvea"",""vi"":"""",""lo"":"""",""km"":""????"",""mn"":""""}";CTM;5;21040705;;1;ncbsCbs
21040706;VILLAGE;Andoung Kien;"{""en"":""Andoung Kien"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;6;21040706;;1;ncbsCbs
21040707;VILLAGE;Thum;"{""en"":""Thum"",""vi"":"""",""lo"":"""",""km"":""??"",""mn"":""""}";CTM;7;21040707;;1;ncbsCbs
21040708;VILLAGE;Totueng;"{""en"":""Totueng"",""vi"":"""",""lo"":"""",""km"":""????"",""mn"":""""}";CTM;8;21040708;;1;ncbsCbs
21040709;VILLAGE;Thmei;"{""en"":""Thmei"",""vi"":"""",""lo"":"""",""km"":""????"",""mn"":""""}";CTM;9;21040709;;1;ncbsCbs
21040800;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;21040800;;1;ncbsCbs
21040801;VILLAGE;Prey Lieb;"{""en"":""Prey Lieb"",""vi"":"""",""lo"":"""",""km"":""???????"",""mn"":""""}";CTM;1;21040801;;1;ncbsCbs
21040802;VILLAGE;Khvav;"{""en"":""Khvav"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;2;21040802;;1;ncbsCbs
21040803;VILLAGE;Trapeang Pring;"{""en"":""Trapeang Pring"",""vi"":"""",""lo"":"""",""km"":""????????????"",""mn"":""""}";CTM;3;21040803;;1;ncbsCbs
21040804;VILLAGE;Amrae;"{""en"":""Amrae"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;4;21040804;;1;ncbsCbs
21040805;VILLAGE;Soben;"{""en"":""Soben"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;5;21040805;;1;ncbsCbs
21040806;VILLAGE;Prey Ampok;"{""en"":""Prey Ampok"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;6;21040806;;1;ncbsCbs
21040807;VILLAGE;Thnal Louk;"{""en"":""Thnal Louk"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;7;21040807;;1;ncbsCbs
21040808;VILLAGE;Pump Edth;"{""en"":""Pump Edth"",""vi"":"""",""lo"":"""",""km"":""??????????"",""mn"":""""}";CTM;8;21040808;;1;ncbsCbs
21040809;VILLAGE;Chheu Teal Phluoh;"{""en"":""Chheu Teal Phluoh"",""vi"":"""",""lo"":"""",""km"":""??????????"",""mn"":""""}";CTM;9;21040809;;1;ncbsCbs
21040900;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;21040900;;1;ncbsCbs
21040901;VILLAGE;Phnum Krapeu;"{""en"":""Phnum Krapeu"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;1;21040901;;1;ncbsCbs
